HR,Name,Const,RAh,RAmin,RAs,DEd,DEm,DEs,V,BminusV,RA,Hemisphere,DEC
8079,62Xi,Cyg,21,4,55.9,43,55,40,3.72,1.65,21.08219444,1,43.92777778
8080,24,Cap,21,7,7.7,-25,0,21,4.5,1.61,21.11880556,-1,-25.00583333
8081,,,21,11,20.7,-72,32,39,6.2,1.08,21.18908333,-1,-72.54416667
8082,,,21,6,23.5,26,55,28,6.12,1.05,21.10652778,1,26.92444444
8083,,,21,7,44.6,-17,27,19,6.17,0.02,21.12905556,-1,-17.45527778
8084,,,21,6,30.3,31,11,5,5.82,0.56,21.10841667,1,31.18472222
8085,61,Cyg,21,6,54.6,38,44,45,5.21,1.18,21.11516667,1,38.74583333
8086,61,Cyg,21,6,55.3,38,44,36,6.03,1.37,21.11536111,1,38.74333333
8087,25Chi,Cap,21,8,33.6,-21,11,37,5.3,0.01,21.14266667,-1,-21.19361111
8088,,,21,7,33.6,15,39,31,6.34,1.01,21.126,1,15.65861111
8089,63,Cyg,21,6,36.1,47,38,54,4.55,1.57,21.11002778,1,47.64833333
8090,,,21,8,28.2,6,59,22,6.15,1.66,21.14116667,1,6.989444444
8091,27,Cap,21,9,33,-20,33,23,6.25,0.38,21.15916667,-1,-20.55638889
8092,Omi,Pav,21,13,20.5,-70,7,35,5.02,1.58,21.22236111,-1,-70.12638889
8093,13Nu,Aqr,21,9,35.7,-11,22,18,4.51,0.94,21.15991667,-1,-11.37166667
8094,,,21,8,38.9,30,12,21,5.59,-0.1,21.14413889,1,30.20583333
8095,,,21,9,58.3,2,56,36,6.45,0.37,21.16619444,1,2.943333333
8096,,,21,10,46.9,-9,21,14,6.27,1.16,21.17969444,-1,-9.353888889
8097,5Gam,Equ,21,10,20.5,10,7,54,4.69,0.26,21.17236111,1,10.13166667
8098,6,Equ,21,10,31.2,10,2,56,6.07,0.02,21.17533333,1,10.04888889
8099,,,21,6,23.3,71,25,55,5.87,0.4,21.10647222,1,71.43194444
8100,,,21,12,13.6,-40,16,10,5.83,0.45,21.20377778,-1,-40.26944444
8101,,,21,10,32,22,27,17,6.68,0.03,21.17555556,1,22.45472222
8102,,,21,11,41.3,-14,28,20,6.48,0.28,21.19480556,-1,-14.47222222
8103,,,21,9,58.6,45,30,9,6.63,-0.16,21.16627778,1,45.5025
8104,,,21,13,3.1,-39,25,31,5.26,0.44,21.21752778,-1,-39.42527778
8105,,,21,11,3.9,36,17,57,6.54,-0.14,21.18441667,1,36.29916667
8106,,,21,10,15.6,53,33,48,5.73,-0.12,21.171,1,53.56333333
8107,,,21,10,31,47,41,31,6.46,-0.01,21.17527778,1,47.69194444
8108,,,21,13,18.9,-36,25,26,5.96,0.98,21.22191667,-1,-36.42388889
8109,,,21,9,28.9,63,17,44,6.54,-0.13,21.15802778,1,63.29555556
8110,,,21,13,17.3,-27,37,10,5.42,1.42,21.22147222,-1,-27.61944444
8111,,,21,18,16.1,-75,20,48,6.63,0.03,21.30447222,-1,-75.34666667
8112,,,21,5,29.3,78,7,35,5.91,-0.07,21.09147222,1,78.12638889
8113,,,21,9,32,68,29,25,7.33,1.49,21.15888889,1,68.49027778
8114,,,21,15,45.9,-53,15,47,5.75,0.19,21.26275,-1,-53.26305556
8115,64Zet,Cyg,21,12,56.2,30,13,37,3.2,0.99,21.21561111,1,30.22694444
8116,,,21,13,28.8,15,58,57,6.27,0.24,21.22466667,1,15.9825
8117,,,21,15,14.7,-40,30,23,6.21,1.14,21.25408333,-1,-40.50638889
8118,,,21,14,16.7,-10,36,19,6.77,-0.08,21.23797222,-1,-10.60527778
8119,,,21,11,48.2,59,59,11,5.64,0.11,21.19672222,1,59.98638889
8120,,,21,13,26.3,36,38,1,6.05,0.21,21.22397222,1,36.63361111
8121,,,21,14,37,0,5,32,6.38,1.61,21.24361111,1,0.09222222222
8122,,,21,15,6.6,-17,20,42,6.04,0.96,21.25183333,-1,-17.345
8123,7Del,Equ,21,14,28.9,10,0,25,4.49,0.5,21.24136111,1,10.00694444
8124,,,21,15,46.8,-36,12,39,6.12,1.37,21.263,-1,-36.21083333
8125,,,21,18,0.3,-64,40,54,6.31,-0.07,21.30008333,-1,-64.68166667
8126,,,21,14,10.3,29,54,4,6.17,1.09,21.23619444,1,29.90111111
8127,28Phi,Cap,21,15,37.9,-20,39,6,5.24,1.17,21.26052778,-1,-20.65166667
8128,29,Cap,21,15,44.9,-15,10,17,5.28,1.64,21.26247222,-1,-15.17138889
8129,,,21,32,4.2,-84,48,36,6.45,1.4,21.5345,-1,-84.81
8130,65Tau,Cyg,21,14,47.5,38,2,44,3.72,0.39,21.24652778,1,38.04555556
8131,8Alp,Equ,21,15,49.4,5,14,52,3.92,0.53,21.26372222,1,5.247777778
8132,,,21,16,39.6,-1,36,28,6.48,0.98,21.27766667,-1,-1.607777778
8133,,,21,13,42.6,64,24,14,6.39,0.6,21.2285,1,64.40388889
8134,,,21,17,13.5,-13,16,44,6.4,0.04,21.28708333,-1,-13.27888889
8135,Eps,Mic,21,17,56.3,-32,10,21,4.71,0.06,21.29897222,-1,-32.1725
8136,,,21,15,36.8,47,58,25,6.46,-0.15,21.26022222,1,47.97361111
8137,30,Cap,21,17,57.3,-17,59,7,5.43,-0.12,21.29925,-1,-17.98527778
8138,,,21,16,29.6,42,15,5,6.43,,21.27488889,1,42.25138889
8139,31,Cap,21,18,15.7,-17,27,44,7.05,0.34,21.30436111,-1,-17.46222222
8140,The,Ind,21,19,52,-53,26,59,4.39,0.19,21.33111111,-1,-53.44972222
8141,15,Aqr,21,18,11.1,-4,31,10,5.82,-0.13,21.30308333,-1,-4.519444444
8142,,,21,18,54.4,-28,45,56,6.4,0.97,21.31511111,-1,-28.76555556
8143,67Sig,Cyg,21,17,25,39,23,41,4.23,0.12,21.29027778,1,39.39472222
8144,,,21,17,23.2,42,41,0,6.19,-0.11,21.28977778,1,42.68333333
8145,,,21,20,9.5,-45,1,20,6,2.33,21.33597222,-1,-45.02222222
8146,66Ups,Cyg,21,17,55.1,34,53,49,4.43,-0.11,21.29863889,1,34.89694444
8147,,,21,17,2,53,59,51,6.13,0.05,21.28388889,1,53.9975
8148,,,21,19,45.8,-26,21,11,6.56,0.73,21.32938889,-1,-26.35305556
8149,,,21,18,52,11,12,12,5.96,1.65,21.31444444,1,11.20333333
8150,,,21,17,14.3,55,47,53,5.98,1.45,21.28730556,1,55.79805556
8151,The1,Mic,21,20,45.6,-40,48,35,4.82,0.02,21.346,-1,-40.80972222
8152,,,21,21,16.4,-49,56,16,6.38,1.32,21.35455556,-1,-49.93777778
8153,,,21,17,18.8,58,36,42,6.42,0.2,21.28855556,1,58.61166667
8154,68,Cyg,21,18,27.2,43,56,45,5,-0.01,21.30755556,1,43.94583333
8155,,,21,18,55.3,41,2,27,6.15,0.3,21.31536111,1,41.04083333
8156,,,21,24,16.7,-69,44,3,6.41,2.82,21.40463889,-1,-69.73416667
8157,,,21,19,22.2,38,14,15,5.83,0.5,21.32283333,1,38.2375
8158,,,21,20,14,22,1,35,6.29,-0.08,21.33722222,1,22.02638889
8159,,,21,25,18.1,-71,47,58,6.09,1.26,21.42169444,-1,-71.79944444
8160,16,Aqr,21,21,4.3,-4,33,36,5.87,0.92,21.35119444,-1,-4.56
8161,,,21,19,28.8,49,30,37,5.76,-0.15,21.32466667,1,49.51027778
8162,5Alp,Cep,21,18,34.8,62,35,8,2.44,0.22,21.30966667,1,62.58555556
8163,9,Equ,21,21,4.8,7,21,16,5.82,1.66,21.35133333,1,7.354444444
8164,,,21,19,15.8,58,37,25,5.66,1.38,21.32105556,1,58.62361111
8165,,,21,21,4.4,23,51,21,5.57,1.05,21.35122222,1,23.85583333
8166,,,21,20,50.1,32,27,10,5.68,1.08,21.34725,1,32.45277778
8167,32Iot,Cap,21,22,14.8,-16,50,4,4.28,0.9,21.37077778,-1,-16.83444444
8168,,,21,15,42.2,77,0,44,5.95,1.5,21.26172222,1,77.01222222
8169,,,21,21,22,32,36,46,6.04,0.03,21.35611111,1,32.61277778
8170,,,21,21,1.4,40,20,44,6.4,0.53,21.35038889,1,40.34555556
8171,6,Cep,21,19,22.2,64,52,19,5.18,-0.04,21.32283333,1,64.87194444
8172,,,21,23,0.5,-22,40,8,5.6,1.63,21.38347222,-1,-22.66888889
8173,1,Peg,21,22,5.2,19,48,16,4.08,1.11,21.36811111,1,19.80444444
8174,,,21,13,21.5,81,13,51,6.15,0.09,21.22263889,1,81.23083333
8175,17,Aqr,21,22,56.3,-9,19,10,5.99,1.54,21.38230556,-1,-9.319444444
8176,,,21,33,54.4,-82,40,59,6.38,0.13,21.56511111,-1,-82.68305556
8177,,,21,24,20.8,-46,36,54,6.31,0.2,21.40577778,-1,-46.615
8178,10Bet,Equ,21,22,53.6,6,48,40,5.16,0.05,21.38155556,1,6.811111111
8179,,,21,20,33.5,60,45,25,6.11,1,21.34263889,1,60.75694444
8180,The2,Mic,21,24,24.8,-41,0,24,5.77,-0.05,21.40688889,-1,-41.00666667
8181,Gam,Pav,21,26,26.6,-65,21,58,4.22,0.49,21.44072222,-1,-65.36611111
8182,,,21,22,41.9,30,18,35,6.05,1.08,21.37830556,1,30.30972222
8183,33,Cap,21,24,9.6,-20,51,7,5.41,1.16,21.40266667,-1,-20.85194444
8184,,,21,24,7.9,-22,44,49,6.38,1.02,21.40219444,-1,-22.74694444
8185,,,21,22,0.4,49,23,20,5.69,1.1,21.36677778,1,49.38888889
8186,,,21,22,46.9,38,38,3,6.63,0.01,21.37969444,1,38.63416667
8187,18,Aqr,21,24,11.5,-12,52,41,5.49,0.29,21.40319444,-1,-12.87805556
8188,Gam,Ind,21,26,15.4,-54,39,38,6.12,0.34,21.43761111,-1,-54.66055556
8189,,,21,23,23,37,24,24,6.58,,21.38972222,1,37.40666667
8190,,,21,23,58.8,24,16,27,5.71,0.32,21.39966667,1,24.27416667
8191,,,21,24,24.6,10,10,27,6.35,0.47,21.40683333,1,10.17416667
8192,20,Aqr,21,24,51.7,-3,23,54,6.36,0.33,21.41436111,-1,-3.398333333
8193,,,21,23,48.3,37,21,5,6.47,,21.39675,1,37.35138889
8194,,,21,24,7.4,25,18,44,6.15,,21.40205556,1,25.31222222
8195,19,Aqr,21,25,13.1,-9,44,55,5.7,0.2,21.42030556,-1,-9.748611111
8196,,,21,28,44.9,-69,30,19,5.34,1.55,21.47913889,-1,-69.50527778
8197,,,21,24,23.1,24,31,44,6.32,1.04,21.40641667,1,24.52888889
8198,,,21,24,34,26,10,28,5.68,0.31,21.40944444,1,26.17444444
8199,21,Aqr,21,25,17,-3,33,24,5.49,1.46,21.42138889,-1,-3.556666667
8200,,,21,26,22.9,-37,49,46,5.63,1.19,21.43969444,-1,-37.82944444
8201,,,21,33,20.6,-80,2,21,6.47,0.04,21.55572222,-1,-80.03916667
8202,,,21,27,1.6,-42,32,52,5.51,0.39,21.45044444,-1,-42.54777778
8203,,,21,25,51.5,0,32,4,6.46,0.16,21.43097222,1,0.5344444444
8204,34Zet,Cap,21,26,40,-22,24,41,3.74,1,21.44444444,-1,-22.41138889
8205,,,21,26,28.1,1,6,12,6.13,0.44,21.44113889,1,1.103333333
8206,,,21,24,55.5,49,19,24,6.58,-0.03,21.41541667,1,49.32333333
8207,35,Cap,21,27,14.8,-21,11,46,5.78,1.44,21.45411111,-1,-21.19611111
8208,,,21,25,19.6,46,42,52,5.6,0.32,21.42211111,1,46.71444444
8209,69,Cyg,21,25,47,36,40,3,5.94,-0.08,21.42972222,1,36.6675
8210,,,21,26,26.7,19,22,32,6.07,0.22,21.44075,1,19.37555556
8211,,,21,29,0.3,-53,42,21,6.39,1.14,21.48341667,-1,-53.70583333
8212,,,21,28,13.9,-11,34,6,6.61,0.49,21.47052778,-1,-11.56833333
8213,36,Cap,21,28,43.4,-21,48,26,4.51,0.91,21.47872222,-1,-21.80722222
8214,5,PsA,21,29,3.8,-31,14,19,6.5,0.03,21.48438889,-1,-31.23861111
8215,70,Cyg,21,27,21.4,37,7,0,5.31,-0.14,21.45594444,1,37.11666667
8216,,,21,26,51.6,48,50,6,5.31,0.07,21.44766667,1,48.835
8217,35,Vul,21,27,40.1,27,36,31,5.41,0.04,21.46113889,1,27.60861111
8218,,,21,26,45,52,53,55,6.03,-0.12,21.44583333,1,52.89861111
8219,,,21,28,24.8,8,11,44,6.4,1.64,21.47355556,1,8.195555556
8220,,,21,28,8.3,32,13,31,5.8,0.32,21.46897222,1,32.22527778
8221,,,21,28,59.9,17,54,21,6.44,1.39,21.48330556,1,17.90583333
8222,,,21,29,59.6,-19,8,52,6.57,0.41,21.49988889,-1,-19.14777778
8223,,,21,28,59.9,22,10,46,5.93,1.53,21.48330556,1,22.17944444
8224,,,21,27,25.3,59,45,0,6.1,1.75,21.45702778,1,59.75
8225,2,Peg,21,29,56.9,23,38,20,4.57,1.62,21.49913889,1,23.63888889
8226,,,21,28,52.7,55,25,7,6.12,0.14,21.48130556,1,55.41861111
8227,7,Cep,21,27,46.1,66,48,33,5.44,-0.11,21.46280556,1,66.80916667
8228,71,Cyg,21,29,27,46,32,26,5.24,0.97,21.49083333,1,46.54055556
8229,Xi,Gru,21,32,5.9,-41,10,45,5.29,1.1,21.53497222,-1,-41.17916667
8230,6,PsA,21,32,14.6,-33,56,41,5.97,0.05,21.53738889,-1,-33.94472222
8231,,,21,31,9.6,12,8,15,6.08,-0.05,21.51933333,1,12.1375
8232,22Bet,Aqr,21,31,33.5,-5,34,16,2.91,0.83,21.52597222,-1,-5.571111111
8233,,,21,33,17.7,-52,44,15,6.41,1.48,21.55491667,-1,-52.7375
8234,,,21,38,56.2,-79,26,33,6.18,0.46,21.64894444,-1,-79.4425
8235,,,21,32,33.3,-24,35,26,6.43,0.2,21.54258333,-1,-24.59055556
8236,,,21,33,23.5,-44,50,55,5.57,1.04,21.55652778,-1,-44.84861111
8237,,,21,30,20.4,52,57,29,6.02,0.08,21.50566667,1,52.95805556
8238,8Bet,Cep,21,28,39.6,70,33,39,3.23,-0.22,21.47766667,1,70.56083333
8239,,,21,24,49.7,80,31,29,5.97,0.92,21.41380556,1,80.52472222
8240,,,21,32,27.1,23,23,40,6.7,-0.09,21.54086111,1,23.39444444
8241,,,21,34,17,-42,55,30,6.32,1.09,21.57138889,-1,-42.925
8242,,,21,31,27.5,52,37,12,6.16,0.9,21.52430556,1,52.62
8243,,,21,30,59.3,60,27,34,5.53,0.12,21.51647222,1,60.45944444
8244,,,21,34,53,-29,41,46,6.41,-0.11,21.58138889,-1,-29.69611111
8245,37,Cap,21,34,51,-20,5,4,5.69,0.4,21.58083333,-1,-20.08444444
8246,,,21,32,56.6,49,58,40,5.75,-0.03,21.54905556,1,49.97777778
8247,,,21,35,15.9,-23,27,15,6.4,1.1,21.58775,-1,-23.45416667
8248,,,21,33,17.9,45,51,15,6.25,1.81,21.55497222,1,45.85416667
8249,,,21,38,2.9,-64,49,27,6.2,0.03,21.63413889,-1,-64.82416667
8250,,,21,34,34,22,45,17,6.47,0.51,21.57611111,1,22.75472222
8251,,,21,35,17.6,-3,58,59,5.77,1.11,21.58822222,-1,-3.983055556
8252,73Rho,Cyg,21,33,58.9,45,35,31,4.02,0.89,21.56636111,1,45.59194444
8253,8,PsA,21,36,11,-26,10,17,5.73,0.22,21.60305556,-1,-26.17138889
8254,Nu,Oct,21,41,28.5,-77,23,24,3.76,1,21.69125,-1,-77.39
8255,72,Cyg,21,34,46.6,38,32,3,4.9,1.08,21.57961111,1,38.53416667
8256,7,PsA,21,36,48.9,-33,2,53,6.11,0.22,21.61358333,-1,-33.04805556
8257,,,21,35,19,28,11,50,6.31,0.35,21.58861111,1,28.19722222
8258,,,21,35,27,24,27,8,6.11,,21.59083333,1,24.45222222
8259,,,21,34,27.5,51,41,54,6.15,0.02,21.57430556,1,51.69833333
8260,39Eps,Cap,21,37,4.8,-19,27,58,4.68,-0.17,21.618,-1,-19.46611111
8261,,,21,36,13.9,30,3,20,6.36,,21.60386111,1,30.05555556
8262,,,21,36,2.4,45,22,29,5.53,1.58,21.60066667,1,45.37472222
8263,,,21,37,33.8,0,23,25,6.25,0.06,21.62605556,1,0.3902777778
8264,23Xi,Aqr,21,37,45.1,-7,51,15,4.69,0.17,21.62919444,-1,-7.854166667
8265,3,Peg,21,37,43.7,6,37,6,6.18,0.02,21.62880556,1,6.618333333
8266,74,Cyg,21,36,57,40,24,49,5.01,0.18,21.61583333,1,40.41361111
8267,5,Peg,21,37,45.4,19,19,7,5.45,0.3,21.62927778,1,19.31861111
8268,,,21,39,6.1,-33,40,45,6.28,0.92,21.65169444,-1,-33.67916667
8269,,,21,39,59.7,-52,21,33,6.21,0.6,21.66658333,-1,-52.35916667
8270,4,Peg,21,38,31.9,5,46,18,5.67,0.25,21.64219444,1,5.771666667
8271,,,21,40,33.6,-55,44,15,6.33,1.06,21.676,-1,-55.7375
8272,,,21,37,27.9,44,41,48,6.2,0.19,21.62441667,1,44.69666667
8273,,,21,39,28.1,-10,34,37,6.08,1.03,21.65780556,-1,-10.57694444
8274,,,21,38,45,25,29,56,6.16,1.02,21.64583333,1,25.49888889
8275,,,21,37,38.7,54,2,32,6.15,0.99,21.62741667,1,54.04222222
8276,,,21,39,1.1,20,15,55,5.85,0.32,21.65030556,1,20.26527778
8277,25,Aqr,21,39,33.3,2,14,37,5.1,1.04,21.65925,1,2.243611111
8278,40Gam,Cap,21,40,5.5,-16,39,44,3.68,0.32,21.66819444,-1,-16.66222222
8279,9,Cep,21,37,55.2,62,4,55,4.73,0.3,21.632,1,62.08194444
8280,Lam,Oct,21,50,54.3,-82,43,9,5.29,0.75,21.84841667,-1,-82.71916667
8281,,,21,38,57.6,57,29,21,5.62,0.21,21.64933333,1,57.48916667
8282,,,21,41,46.1,-25,6,7,6.49,1.19,21.69613889,-1,-25.10194444
8283,42,Cap,21,41,32.9,-14,2,51,5.18,0.65,21.69247222,-1,-14.0475
8284,75,Cyg,21,40,11.1,43,16,26,5.11,1.6,21.66975,1,43.27388889
8285,41,Cap,21,42,0.8,-23,15,46,5.24,0.95,21.70022222,-1,-23.26277778
8286,,,21,45,28.8,-71,0,32,6.01,-0.1,21.758,-1,-71.00888889
8287,26,Aqr,21,42,10.1,1,17,7,5.67,1.44,21.70280556,1,1.285277778
8288,43Kap,Cap,21,42,39.5,-18,51,59,4.73,0.88,21.71097222,-1,-18.86638889
8289,7,Peg,21,42,15.5,5,40,48,5.3,1.64,21.70430556,1,5.68
8290,,,21,40,43.3,54,52,20,6.2,1.16,21.67869444,1,54.87222222
8291,76,Cyg,21,41,34.3,40,48,19,6.11,0.07,21.69286111,1,40.80527778
8292,,,21,42,33,10,49,29,6.09,-0.11,21.70916667,1,10.82472222
8293,,,21,43,13.5,-19,37,15,6.22,0.27,21.72041667,-1,-19.62083333
8294,,,22,45,28.6,-88,49,6,6.57,0.28,22.75794444,-1,-88.81833333
8295,44,Cap,21,43,4.4,-14,23,59,5.88,0.25,21.71788889,-1,-14.39972222
#8296,NOVA1,876,,,,,,,,,0,1,0
8297,,,21,42,1.1,35,30,37,6.07,2.52,21.70030556,1,35.51027778
8298,,,21,42,8.4,45,45,57,6.17,1.55,21.70233333,1,45.76583333
8299,,,21,44,29.5,-38,33,9,6.3,1.12,21.74152778,-1,-38.5525
8300,77,Cyg,21,42,22.9,41,4,38,5.69,0.01,21.70636111,1,41.07722222
8301,80Pi1,Cyg,21,42,5.7,51,11,23,4.67,-0.12,21.70158333,1,51.18972222
8302,45,Cap,21,44,1,-14,44,58,5.99,0.21,21.73361111,-1,-14.74944444
8303,,,21,45,19,-49,29,55,6.45,1.15,21.75527778,-1,-49.49861111
8304,,,21,42,38.9,49,36,1,6.09,1,21.71080556,1,49.60027778
8305,9Iot,PsA,21,44,56.8,-33,1,33,4.34,-0.05,21.74911111,-1,-33.02583333
8306,,,21,43,6.4,41,9,18,5.49,1.59,21.71844444,1,41.155
8307,79,Cyg,21,43,25.7,38,17,2,5.65,0,21.72380556,1,38.28388889
8308,8Eps,Peg,21,44,11.2,9,52,30,2.39,1.53,21.73644444,1,9.875
8309,78Mu1,Cyg,21,44,8.6,28,44,34,4.73,0.48,21.73572222,1,28.74277778
8310,78Mu2,Cyg,21,44,8.3,28,44,35,6.08,0.36,21.73563889,1,28.74305556
8311,46,Cap,21,45,0.3,-9,4,57,5.09,1.11,21.75008333,-1,-9.0825
8312,,,21,42,45.4,59,16,16,6.08,1.34,21.71261111,1,59.27111111
8313,9,Peg,21,44,30.7,17,21,0,4.34,1.17,21.74186111,1,17.35
8314,,,21,44,31.3,14,46,19,5.94,0.59,21.74202778,1,14.77194444
8315,10Kap,Peg,21,44,38.7,25,38,42,4.13,0.43,21.74408333,1,25.645
8316,Mu,Cep,21,43,30.4,58,46,48,4.08,2.35,21.72511111,1,58.78
8317,11,Cep,21,41,55.3,71,18,41,4.56,1.1,21.69869444,1,71.31138889
8318,47,Cap,21,46,16.3,-9,16,33,6,1.66,21.77119444,-1,-9.275833333
8319,48Lam,Cap,21,46,32.1,-11,21,57,5.58,-0.01,21.77558333,-1,-11.36583333
8320,,,21,45,44.5,35,51,26,6.4,1,21.76236111,1,35.85722222
8321,12,Peg,21,46,4.4,22,56,56,5.29,1.41,21.76788889,1,22.94888889
8322,49Del,Cap,21,47,2.4,-16,7,38,2.87,0.29,21.784,-1,-16.12722222
8323,,,21,48,15.8,-47,18,13,5.58,0.6,21.80438889,-1,-47.30361111
8324,,,21,43,4,72,19,13,5.17,1.05,21.71777778,1,72.32027778
8325,,,21,46,24,25,33,48,6.28,1.21,21.77333333,1,25.56333333
8326,10The,PsA,21,47,44.2,-30,53,54,5.01,0.04,21.79561111,-1,-30.89833333
8327,,,21,44,53.3,62,27,38,5.95,0.31,21.74813889,1,62.46055556
8328,11,Peg,21,47,14,2,41,10,5.64,0,21.78722222,1,2.686111111
8329,,,21,46,16.6,43,3,39,6.54,0.28,21.77127778,1,43.06083333
8330,,,21,47,4.7,17,11,39,6.21,0.34,21.78463889,1,17.19416667
8331,,,21,50,0.1,-64,42,45,5.62,1.02,21.83336111,-1,-64.7125
8332,,,21,47,38.1,-5,55,2,6.17,0.22,21.79391667,-1,-5.917222222
8333,Omi,Ind,21,50,47.1,-69,37,46,5.53,1.37,21.84641667,-1,-69.62944444
8334,10Nu,Cep,21,45,26.9,61,7,15,4.29,0.52,21.75747222,1,61.12083333
8335,81Pi2,Cyg,21,46,47.6,49,18,34,4.23,-0.12,21.77988889,1,49.30944444
8336,,,21,48,8.3,36,34,50,6.47,,21.80230556,1,36.58055556
8337,,,21,49,41.1,-12,43,23,6.31,0.22,21.82808333,-1,-12.72305556
8338,,,21,48,29.4,38,38,55,6.12,-0.08,21.80816667,1,38.64861111
8339,12,Cep,21,47,25.3,60,41,34,5.52,1.52,21.79036111,1,60.69277778
8340,,,21,50,13.1,-16,50,41,6.38,1.42,21.83697222,-1,-16.84472222
8341,,,21,49,26.9,20,27,45,6.29,-0.1,21.82413889,1,20.4625
8342,,,21,47,1,70,9,3,6.29,,21.78361111,1,70.15083333
8343,14,Peg,21,49,50.7,30,10,27,5.04,-0.03,21.83075,1,30.17416667
8344,13,Peg,21,50,8.7,17,17,8,5.29,0.37,21.83575,1,17.28555556
8345,,,21,49,40.1,41,8,56,6.48,0.42,21.82780556,1,41.14888889
8346,,,21,51,41.8,-18,37,23,6.16,0.36,21.86161111,-1,-18.62305556
8347,,,21,49,19,61,16,22,6.17,1.67,21.82194444,1,61.27277778
8348,,,21,51,34.2,19,49,36,5.77,-0.1,21.8595,1,19.82666667
8349,,,21,51,4.9,39,32,12,6.17,-0.08,21.85136111,1,39.53666667
8350,,,21,52,18.2,21,16,23,6.89,,21.87172222,1,21.27305556
8351,51Mu,Cap,21,53,17.8,-13,33,6,5.08,0.37,21.88827778,-1,-13.55166667
8352,,,21,55,11.5,-61,53,11,5.9,0.39,21.91986111,-1,-61.88638889
8353,Gam,Gru,21,53,55.7,-37,21,54,3.01,-0.12,21.89880556,-1,-37.365
8354,15,Peg,21,52,29.9,28,47,36,5.53,0.42,21.87497222,1,28.79333333
8355,,,21,53,36,-10,18,42,6.59,-0.12,21.89333333,-1,-10.31166667
8356,16,Peg,21,53,3.8,25,55,30,5.08,-0.17,21.88438889,1,25.925
8357,,,21,52,1,55,47,49,5.71,-0.13,21.86694444,1,55.79694444
8358,,,21,53,37.4,19,40,6,5.68,0.01,21.89372222,1,19.66833333
8359,,,21,53,57.8,6,51,52,6.15,0.8,21.89938889,1,6.864444444
8360,,,21,54,10.4,-4,16,34,5.71,1.18,21.90288889,-1,-4.276111111
8361,,,21,51,37.3,65,45,10,6.37,,21.86036111,1,65.75277778
8362,Pi,Ind,21,56,14,-57,53,58,6.19,0.21,21.93722222,-1,-57.89944444
8363,,,21,54,35.9,-3,18,4,6.2,0.48,21.90997222,-1,-3.301111111
8364,,,21,54,17.4,19,43,6,6.39,0.97,21.90483333,1,19.71833333
8365,,,21,55,55.6,-30,36,23,6.41,0.93,21.93211111,-1,-30.60638889
8366,,,21,56,22.8,-37,15,13,5.46,0.08,21.93966667,-1,-37.25361111
8367,,,21,57,2.2,-37,44,49,6.18,0.33,21.95061111,-1,-37.74694444
8368,Del,Ind,21,57,55.1,-54,59,33,4.4,0.28,21.96530556,-1,-54.9925
8369,Kap1,Ind,21,58,30.1,-59,0,44,6.12,0.46,21.97502778,-1,-59.01222222
8370,,,22,1,52.1,-77,39,45,6.41,0.22,22.03113889,-1,-77.6625
8371,13,Cep,21,54,53.2,56,36,41,5.8,0.73,21.91477778,1,56.61138889
8372,,,21,56,24,21,14,23,6.4,1.7,21.94,1,21.23972222
8373,17,Peg,21,56,56.4,12,4,35,5.54,0.05,21.949,1,12.07638889
8374,,,21,55,20.7,61,32,31,6.13,1.6,21.92241667,1,61.54194444
8375,,,21,55,31.1,65,19,15,5.86,-0.06,21.92530556,1,65.32083333
8376,,,21,58,13.3,-5,25,29,6.33,0.37,21.97036111,-1,-5.424722222
8377,,,21,57,2.2,48,40,7,6.42,-0.08,21.95061111,1,48.66861111
8378,,,21,58,43.8,-21,10,58,6.12,1.65,21.97883333,-1,-21.18277778
8379,,,21,59,17.9,-38,23,43,5.5,1,21.98830556,-1,-38.39527778
8380,,,22,3,3.8,-76,7,7,5.95,0.39,22.05105556,-1,-76.11861111
8381,,,22,0,24.1,-55,52,58,6.01,-0.1,22.00669444,-1,-55.88277778
8382,,,21,58,55,-4,22,23,6.22,1,21.98194444,-1,-4.373055556
8383,,,21,56,39.1,63,37,32,4.91,1.77,21.94419444,1,63.62555556
8384,,,21,57,11.1,66,9,22,6.43,-0.05,21.95308333,1,66.15611111
8385,18,Peg,22,0,7.9,6,43,3,6,-0.12,22.00219444,1,6.7175
8386,12Eta,PsA,22,0,50.2,-28,27,13,5.42,-0.09,22.01394444,-1,-28.45361111
8387,Eps,Ind,22,3,21.6,-56,47,10,4.69,1.06,22.056,-1,-56.78611111
8388,,,21,58,53.4,62,41,54,5.93,1.67,21.9815,1,62.69833333
8389,,,21,59,23,57,39,30,6.59,0.03,21.98972222,1,57.65833333
8390,28,Aqr,22,1,5,0,36,18,5.58,1.28,22.01805556,1,0.605
8391,,,22,0,26.8,33,0,22,6.46,,22.00744444,1,33.00611111
8392,20,Peg,22,1,5.4,13,7,11,5.6,0.34,22.01816667,1,13.11972222
8393,19,Peg,22,1,9.2,8,15,26,5.65,1.44,22.01922222,1,8.257222222
8394,,,22,2,11.9,-17,54,13,6.28,1.01,22.03663889,-1,-17.90361111
8395,,,21,57,51,74,59,48,6.35,1.56,21.96416667,1,74.99666667
8396,29,Aqr,22,2,26.6,-16,57,51,6.37,0.42,22.04072222,-1,-16.96416667
8397,,,22,2,1.4,10,58,26,6.37,-0.1,22.03372222,1,10.97388889
